code;term;term_abbrevation;description;is_preferred;is_axis;is_mainclass;relation;association_kind;association_type;association_type_reverse;crossmapping_csv_id;metadata_DDD-INFO
G04BD;Mittel bei häufiger Blasenentleerung und Harninkontinenz;;;1;0;0;G04B;2;is part of;is parent of;;
G04BD01;Emepronium;;;1;0;0;G04BD;2;is part of;is parent of;;0,5 g O; 75 mg P
G04BD02;Flavoxat;;;1;0;0;G04BD;2;is part of;is parent of;;0,8 g O
G04BD03;Meladrazin;;;1;0;0;G04BD;2;is part of;is parent of;;0,45 g O
G04BD04;Oxybutynin;;;1;0;0;G04BD;2;is part of;is parent of;;15 mg O; 3,9 mg TD
G04BD05;Terodilin;;;1;0;0;G04BD;2;is part of;is parent of;;50 mg O
G04BD06;Propiverin;;;1;0;0;G04BD;2;is part of;is parent of;;30 mg O; 20 mg O Kinder DDD 
G04BD07;Tolterodin;;;1;0;0;G04BD;2;is part of;is parent of;;4 mg O
G04BD08;Solifenacin;;;1;0;0;G04BD;2;is part of;is parent of;;5 mg O
G04BD09;Trospium;;;1;0;0;G04BD;2;is part of;is parent of;;40 mg O
G04BD10;Darifenacin;;;1;0;0;G04BD;2;is part of;is parent of;;7,5 mg O
G04BD11;Fesoterodin;;;1;0;0;G04BD;2;is part of;is parent of;;4 mg O
G04BD12;Mirabegron;;;1;0;0;G04BD;2;is part of;is parent of;;50 mg O
G04BD13;Dicycloverin;;;1;0;0;G04BD;2;is part of;is parent of;;
G04BD15;Atropin;;;1;0;0;G04BD;2;is part of;is parent of;;
G04BD20;Phenoxybenzamin;;;1;0;0;G04BD;2;is part of;is parent of;;
G04BD59;Trospiumchlorid, Kombinationen;;;1;0;0;G04BD;2;is part of;is parent of;;
G04BD63;Dicycloverin, Kombinationen;;;1;0;0;G04BD;2;is part of;is parent of;;
G04BD65;Atropin, Kombinationen;;;1;0;0;G04BD;2;is part of;is parent of;;
G04BD66;Ethaverin, Kombinationen;;;1;0;0;G04BD;2;is part of;is parent of;;
G04BE;Mittel bei erektiler Dysfunktion;;;1;0;0;G04B;2;is part of;is parent of;;
G04BE01;Alprostadil;;;1;0;0;G04BE;2;is part of;is parent of;;20 mcg P; 0,25 mg urethral
G04BE02;Papaverin;;;1;0;0;G04BE;2;is part of;is parent of;;
G04BE03;Sildenafil;;;1;0;0;G04BE;2;is part of;is parent of;;50 mg O
G04BE04;Yohimbin;;;1;0;0;G04BE;2;is part of;is parent of;;15 mg O
G04BE06;Moxisylyt;;;1;0;0;G04BE;2;is part of;is parent of;;
G04BE07;Apomorphin;;;1;0;0;G04BE;2;is part of;is parent of;;2 mg SL
G04BE08;Tadalafil;;;1;0;0;G04BE;2;is part of;is parent of;;10 mg O
G04BE09;Vardenafil;;;1;0;0;G04BE;2;is part of;is parent of;;10 mg O
G04BE10;Avanafil;;;1;0;0;G04BE;2;is part of;is parent of;;0,1 g O 
G04BE30;Kombinationen;;;1;0;0;G04BE;2;is part of;is parent of;;
G04BE52;Papaverin, Kombinationen;;;1;0;0;G04BE;2;is part of;is parent of;;
G04BE54;Yohimbin, Kombinationen;;;1;0;0;G04BE;2;is part of;is parent of;;
G04BE70;Andere Mittel bei erektiler Dysfunktion, Kombinationen mit Psycholeptika;;;1;0;0;G04BE;2;is part of;is parent of;;
G04BH;Homöopathische und anthroposophische Urologika;;;1;0;0;G04B;2;is part of;is parent of;;
G04BH10;Verschiedene;;;1;0;0;G04BH;2;is part of;is parent of;;
G04BH20;Homöopathische und anthroposophische Urologika, 
Kombinationen;;;1;0;0;G04BH;2;is part of;is parent of;;
G04BH30;Homöopathische und anthroposophische Kombinationen bei erektiler Dysfunktion;;;1;0;0;G04BH;2;is part of;is parent of;;
G04BP;Pflanzliche Urologika;;;1;0;0;G04B;2;is part of;is parent of;;
G04BP01;Bärentraubenblätter;;;1;0;0;G04BP;2;is part of;is parent of;;7,5 g O Droge; 0,62 g O Hydrochinon 
G04BP02;Birkenblätter;;;1;0;0;G04BP;2;is part of;is parent of;;10 g O Droge 
G04BP03;Orthosiphonblätter;;;1;0;0;G04BP;2;is part of;is parent of;;9 g O Droge 
G04BP04;Glockenbilsenkrautwurzelstock;;;1;0;0;G04BP;2;is part of;is parent of;;
G04BP05;Lespedezakraut;;;1;0;0;G04BP;2;is part of;is parent of;;
G04BP06;Goldrutenkraut;;;1;0;0;G04BP;2;is part of;is parent of;;9 g O Droge 
G04BP07;Kürbissamen;;;1;0;0;G04BP;2;is part of;is parent of;;
G04BP08;Brennnesselkraut und -blätter;;;1;0;0;G04BP;2;is part of;is parent of;;10 g O Droge aus Kraut und Blättern 
G04BP30;Kombinationen;;;1;0;0;G04BP;2;is part of;is parent of;;
G04BP50;Andere pflanzliche Urologika, Kombinationen;;;1;0;0;G04BP;2;is part of;is parent of;;
G04BP51;Bärentraubenblätter, Kombinationen;;;1;0;0;G04BP;2;is part of;is parent of;;
G04BX;Andere Urologika;;;1;0;0;G04B;2;is part of;is parent of;;
G04BX01;Magnesiumhydroxid;;;1;0;0;G04BX;2;is part of;is parent of;;0,5 g O
G04BX03;Acetohydroxamsäure;;;1;0;0;G04BX;2;is part of;is parent of;;0,75 g O
G04BX06;Phenazopyridin;;;1;0;0;G04BX;2;is part of;is parent of;;0,6 g O
G04BX10;Succinimid;;;1;0;0;G04BX;2;is part of;is parent of;;
G04BX11;Kollagen;;;1;0;0;G04BX;2;is part of;is parent of;;
G04BX12;Phenylsalicylat;;;1;0;0;G04BX;2;is part of;is parent of;;2 g O
G04BX13;Dimethylsulfoxid;;;1;0;0;G04BX;2;is part of;is parent of;;
G04BX14;Dapoxetin;;;1;0;0;G04BX;2;is part of;is parent of;;30 mg O
G04BX15;Natriumpentosanpolysulfat;;;1;0;0;G04BX;2;is part of;is parent of;;
G04BX16;Hyaluronsäure;;;1;0;0;G04BX;2;is part of;is parent of;;
G04BX17;Chondroitinsulfat;;;1;0;0;G04BX;2;is part of;is parent of;;
G04BX18;Duloxetin;;;1;0;0;G04BX;2;is part of;is parent of;;80 mg O 
G04BX19;Chlorhexidin;;;1;0;0;G04BX;2;is part of;is parent of;;
G04BX20;Escherichia coli;;;1;0;0;G04BX;2;is part of;is parent of;;
G04BX50;Andere Urologika, Kombinationen;;;1;0;0;G04BX;2;is part of;is parent of;;
G04C;MITTEL BEI BENIGNER PROSTATAHYPERPLASIE;;;1;0;0;G04;2;is part of;is parent of;;
G04CA;Alpha-Adrenozeptor-Antagonisten;;;1;0;0;G04C;2;is part of;is parent of;;
G04CA01;Alfuzosin;;;1;0;0;G04CA;2;is part of;is parent of;;7,5 mg O
G04CA02;Tamsulosin;;;1;0;0;G04CA;2;is part of;is parent of;;0,4 mg O
G04CA03;Terazosin;;;1;0;0;G04CA;2;is part of;is parent of;;5 mg O
G04CA04;Silodosin;;;1;0;0;G04CA;2;is part of;is parent of;;8 mg O
G04CA05;Doxazosin;;;1;0;0;G04CA;2;is part of;is parent of;;6 mg O 
G04CA51;Alfuzosin und Finasterid;;;1;0;0;G04CA;2;is part of;is parent of;;
G04CA52;Tamsulosin und Dutasterid;;;1;0;0;G04CA;2;is part of;is parent of;;Standarddosis: 1 Applikationsform O 
G04CA53;Tamsulosin und Solifenacin;;;1;0;0;G04CA;2;is part of;is parent of;;
G04CB;Testosteron-5-alpha-Reduktasehemmer;;;1;0;0;G04C;2;is part of;is parent of;;
G04CB01;Finasterid;;;1;0;0;G04CB;2;is part of;is parent of;;5 mg O
G04CB02;Dutasterid;;;1;0;0;G04CB;2;is part of;is parent of;;0,5 mg O
G04CH;Homöopathische und anthroposophische Prostatamittel;;;1;0;0;G04C;2;is part of;is parent of;;
G04CH01;Sabal serrulatum;;;1;0;0;G04CH;2;is part of;is parent of;;
G04CH20;Kombinationen;;;1;0;0;G04CH;2;is part of;is parent of;;
G04CP;Pflanzliche Prostatamittel;;;1;0;0;G04C;2;is part of;is parent of;;
G04CP02;Brennnesselwurzel;;;1;0;0;G04CP;2;is part of;is parent of;;5 g O 
G04CP03;Pollenextrakt;;;1;0;0;G04CP;2;is part of;is parent of;;
G04CP05;Kürbissamen;;;1;0;0;G04CP;2;is part of;is parent of;;10 g O Samen 
G04CP06;Sägepalmenfrüchte**;;;1;0;0;G04CP;2;is part of;is parent of;;1,5 g O Droge; 0,32 g O lipophil ausgezogener Extrakt 
G04CP07;Pygeum africanum**;;;1;0;0;G04CP;2;is part of;is parent of;;
G04CP30;Kombinationen;;;1;0;0;G04CP;2;is part of;is parent of;;
G04CP50;Kombinationen mit anderen Mitteln;;;1;0;0;G04CP;2;is part of;is parent of;;
G04CP52;Brennnesselwurzel, Kombinationen;;;1;0;0;G04CP;2;is part of;is parent of;;
G04CP55;Kürbissamen, Kombinationen;;;1;0;0;G04CP;2;is part of;is parent of;;
G04CP56;Sägepalmenfrüchte, Kombinationen;;;1;0;0;G04CP;2;is part of;is parent of;;
G04CX;Andere Mittel bei benigner Prostatahyperplasie;;;1;0;0;G04C;2;is part of;is parent of;;
G04CX03;Mepartricin;;;1;0;0;G04CX;2;is part of;is parent of;;
G04CX04;Beta-Sitosterin;;;1;0;0;G04CX;2;is part of;is parent of;;60 mg O 
G04CX54;Beta-Sitosterin, Kombinationen;;;1;0;0;G04CX;2;is part of;is parent of;;
H;SYSTEMISCHE HORMONPRÄPARATE, EXKL. SEXUALHORMONE UND INSULINE;;;1;1;0;;;;;;
H01;HYPOPHYSEN- UND HYPOTHALAMUSHORMONE UND ANALOGA;;;1;0;0;H;2;is part of;is parent of;;
H01A;HYPOPHYSENVORDERLAPPENHORMONE UND ANALOGA;;;1;0;0;H01;2;is part of;is parent of;;
H01AA;ACTH;;;1;0;0;H01A;2;is part of;is parent of;;
H01AA01;Corticotropin;;;1;0;0;H01AA;2;is part of;is parent of;;25 E P
H01AA02;Tetracosactid;;;1;0;0;H01AA;2;is part of;is parent of;;0,25 mg P
H01AB;Thyrotropin;;;1;0;0;H01A;2;is part of;is parent of;;
H01AB01;Thyrotropin alfa;;;1;0;0;H01AB;2;is part of;is parent of;;0,9 mg P
H01AC;Somatropin und Somatropin-Agonisten;;;1;0;0;H01A;2;is part of;is parent of;;
H01AC01;Somatropin;;;1;0;0;H01AC;2;is part of;is parent of;;2 E P Kinder DDD
H01AC02;Somatrem;;;1;0;0;H01AC;2;is part of;is parent of;;
H01AC03;Mecasermin;;;1;0;0;H01AC;2;is part of;is parent of;;2 mg P
H01AC04;Sermorelin;;;1;0;0;H01AC;2;is part of;is parent of;;
H01AC05;Mecasermin rinfabat;;;1;0;0;H01AC;2;is part of;is parent of;;
H01AC06;Tesamorelin;;;1;0;0;H01AC;2;is part of;is parent of;;
H01AX;Andere Hypophysenvorderlappenhormone und Analoga;;;1;0;0;H01A;2;is part of;is parent of;;
H01AX01;Pegvisomant;;;1;0;0;H01AX;2;is part of;is parent of;;10 mg P
H01B;HYPOPHYSENHINTERLAPPENHORMONE;;;1;0;0;H01;2;is part of;is parent of;;
H01BA;Vasopressin und Analoga;;;1;0;0;H01B;2;is part of;is parent of;;
H01BA01;Vasopressin;;;1;0;0;H01BA;2;is part of;is parent of;;4 E P
H01BA02;Desmopressin;;;1;0;0;H01BA;2;is part of;is parent of;;25 mcg N; 0,4 mg O; 4 mcg P; 0,24 mg SL Base
H01BA03;Lypressin;;;1;0;0;H01BA;2;is part of;is parent of;;20 E N,P
H01BA04;Terlipressin;;;1;0;0;H01BA;2;is part of;is parent of;;12 mg P bezogen auf das Terlipressinacetat
H01BA05;Ornipressin;;;1;0;0;H01BA;2;is part of;is parent of;;5 E P
H01BA06;Argipressin;;;1;0;0;H01BA;2;is part of;is parent of;;
H01BB;Oxytocin und Analoga;;;1;0;0;H01B;2;is part of;is parent of;;
H01BB01;Demoxytocin;;;1;0;0;H01BB;2;is part of;is parent of;;100 E O
H01BB02;Oxytocin;;;1;0;0;H01BB;2;is part of;is parent of;;15 E N,P; 200 E O
H01BB03;Carbetocin;;;1;0;0;H01BB;2;is part of;is parent of;;0,1 mg P
H01C;HYPOTHALAMUSHORMONE;;;1;0;0;H01;2;is part of;is parent of;;
H01CA;Gonadotropin-Releasing-Hormone;;;1;0;0;H01C;2;is part of;is parent of;;
H01CA01;Gonadorelin;;;1;0;0;H01CA;2;is part of;is parent of;;
H01CA02;Nafarelin;;;1;0;0;H01CA;2;is part of;is parent of;;0,4 mg N
H01CA04;Leuprorelin;;;1;0;0;H01CA;2;is part of;is parent of;;0,134 mg P Depotinjektion 
H01CA05;Goserelin;;;1;0;0;H01CA;2;is part of;is parent of;;0,129 mg Implantat 
H01CA06;Buserelin;;;1;0;0;H01CA;2;is part of;is parent of;;
H01CA07;Triptorelin;;;1;0;0;H01CA;2;is part of;is parent of;;0,134 mg P Depotinjektion; 0,1 mg P 
H01CB;Somatostatin und Analoga;;;1;0;0;H01C;2;is part of;is parent of;;
H01CB01;Somatostatin;;;1;0;0;H01CB;2;is part of;is parent of;;6 mg P
H01CB02;Octreotid;;;1;0;0;H01CB;2;is part of;is parent of;;0,7 mg P  i.m. Monatsdepot ; 0,3 mg P s.c. 
H01CB03;Lanreotid;;;1;0;0;H01CB;2;is part of;is parent of;;3 mg P
H01CB04;Vapreotid;;;1;0;0;H01CB;2;is part of;is parent of;;
H01CB05;Pasireotid;;;1;0;0;H01CB;2;is part of;is parent of;;1,2 mg P
H01CC;Gonadotropin-Releasing-Hormon-Antagonisten;;;1;0;0;H01C;2;is part of;is parent of;;
H01CC01;Ganirelix;;;1;0;0;H01CC;2;is part of;is parent of;;0,25 mg P
H01CC02;Cetrorelix;;;1;0;0;H01CC;2;is part of;is parent of;;0,25 mg P
H02;CORTICOSTEROIDE ZUR SYSTEMISCHEN ANWENDUNG;;;1;0;0;H;2;is part of;is parent of;;
H02A;CORTICOSTEROIDE ZUR SYSTEMISCHEN ANWENDUNG, REIN;;;1;0;0;H02;2;is part of;is parent of;;
H02AA;Mineralocorticoide;;;1;0;0;H02A;2;is part of;is parent of;;
H02AA01;Aldosteron;;;1;0;0;H02AA;2;is part of;is parent of;;
H02AA02;Fludrocortison;;;1;0;0;H02AA;2;is part of;is parent of;;0,1 mg O
H02AA03;Desoxycorton;;;1;0;0;H02AA;2;is part of;is parent of;;5 mg O,P
H02AB;Glucocorticoide;;;1;0;0;H02A;2;is part of;is parent of;;
H02AB01;Betamethason;;;1;0;0;H02AB;2;is part of;is parent of;;1,5 mg O,P; 0,4 mg P Depot
H02AB02;Dexamethason;;;1;0;0;H02AB;2;is part of;is parent of;;1,5 mg O,P
H02AB03;Fluocortolon;;;1;0;0;H02AB;2;is part of;is parent of;;10 mg O
H02AB04;Methylprednisolon;;;1;0;0;H02AB;2;is part of;is parent of;;7,5 mg O; 20 mg P
H02AB05;Paramethason;;;1;0;0;H02AB;2;is part of;is parent of;;4 mg O,P
H02AB06;Prednisolon;;;1;0;0;H02AB;2;is part of;is parent of;;10 mg O,P
H02AB07;Prednison;;;1;0;0;H02AB;2;is part of;is parent of;;10 mg O
H02AB08;Triamcinolon;;;1;0;0;H02AB;2;is part of;is parent of;;7,5 mg O,P
H02AB09;Hydrocortison;;;1;0;0;H02AB;2;is part of;is parent of;;30 mg O,P
H02AB10;Cortison;;;1;0;0;H02AB;2;is part of;is parent of;;37,5 mg O,P
H02AB11;Prednyliden;;;1;0;0;H02AB;2;is part of;is parent of;;12 mg O
H02AB12;Rimexolon;;;1;0;0;H02AB;2;is part of;is parent of;;20 mg P intraartikulär
H02AB13;Deflazacort;;;1;0;0;H02AB;2;is part of;is parent of;;15 mg O
H02AB14;Cloprednol;;;1;0;0;H02AB;2;is part of;is parent of;;
H02AB15;Meprednison;;;1;0;0;H02AB;2;is part of;is parent of;;
H02AB17;Cortivazol;;;1;0;0;H02AB;2;is part of;is parent of;;
H02AB51;Betamethason-Depot;;;1;0;0;H02AB;2;is part of;is parent of;;0,4 mg P Depot 
H02AB54;Methylprednisolon-Depot;;;1;0;0;H02AB;2;is part of;is parent of;;
H02AB56;Prednisolon-Depot;;;1;0;0;H02AB;2;is part of;is parent of;;10 mg P Depot 
H02AB58;Triamcinolon-Depot;;;1;0;0;H02AB;2;is part of;is parent of;;1,5 mg P Depot, bezogen auf Triamcinolonacetonid 
H02B;CORTICOSTEROIDE ZUR SYSTEMISCHEN ANWENDUNG, KOMBINATIONEN;;;1;0;0;H02;2;is part of;is parent of;;
H02BX;Corticosteroide zur systemischen Anwendung, Kombinationen;;;1;0;0;H02B;2;is part of;is parent of;;
H02BX01;Methylprednisolon, Kombinationen;;;1;0;0;H02BX;2;is part of;is parent of;;
H02BX02;Dexamethason, Kombinationen;;;1;0;0;H02BX;2;is part of;is parent of;;
H02BX06;Prednisolon, Kombinationen;;;1;0;0;H02BX;2;is part of;is parent of;;10 mg O 
H02BX08;Triamcinolon, Kombinationen;;;1;0;0;H02BX;2;is part of;is parent of;;7,5 mg P 
H02BX09;Betamethason, Kombinationen;;;1;0;0;H02BX;2;is part of;is parent of;;1,5 mg O,P 
H02BX20;Kombinationen;;;1;0;0;H02BX;2;is part of;is parent of;;
H02BX21;Desoxycorton, Kombinationen;;;1;0;0;H02BX;2;is part of;is parent of;;
H02C;NEBENNIERENHEMMSTOFFE;;;1;0;0;H02;2;is part of;is parent of;;
H02CA;Anticorticosteroide;;;1;0;0;H02C;2;is part of;is parent of;;
H02CA01;Trilostan;;;1;0;0;H02CA;2;is part of;is parent of;;0,36 g O
H03;SCHILDDRÜSENTHERAPIE;;;1;0;0;H;2;is part of;is parent of;;
H03A;SCHILDDRÜSENPRÄPARATE;;;1;0;0;H03;2;is part of;is parent of;;
H03AA;Schilddrüsenhormone;;;1;0;0;H03A;2;is part of;is parent of;;
H03AA01;Levothyroxin-Natrium;;;1;0;0;H03AA;2;is part of;is parent of;;0,15 mg O,P
H03AA02;Liothyronin-Natrium;;;1;0;0;H03AA;2;is part of;is parent of;;60 mcg O,P
H03AA03;Kombinationen von Levothyroxin und Liothyronin;;;1;0;0;H03AA;2;is part of;is parent of;;
H03AA04;Tiratricol;;;1;0;0;H03AA;2;is part of;is parent of;;
H03AA05;Zubereitungen aus Schilddrüsengewebe;;;1;0;0;H03AA;2;is part of;is parent of;;
H03AA51;Levothyroxin, Kombinationen;;;1;0;0;H03AA;2;is part of;is parent of;;1 Applikationsform O 
H03AA53;Kombinationen von Levothyroxin und Liothyronin, 
Kombinationen;;;1;0;0;H03AA;2;is part of;is parent of;;
H03B;THYREOSTATIKA;;;1;0;0;H03;2;is part of;is parent of;;
H03BA;Thiouracile;;;1;0;0;H03B;2;is part of;is parent of;;
H03BA01;Methylthiouracil;;;1;0;0;H03BA;2;is part of;is parent of;;0,1 g O
H03BA02;Propylthiouracil;;;1;0;0;H03BA;2;is part of;is parent of;;0,1 g O
H03BA03;Benzylthiouracil;;;1;0;0;H03BA;2;is part of;is parent of;;
H03BB;Schwefel-haltige Imidazol-Derivate;;;1;0;0;H03B;2;is part of;is parent of;;
H03BB01;Carbimazol;;;1;0;0;H03BB;2;is part of;is parent of;;15 mg O
H03BB02;Thiamazol;;;1;0;0;H03BB;2;is part of;is parent of;;10 mg O
H03BB52;Thiamazol, Kombinationen;;;1;0;0;H03BB;2;is part of;is parent of;;
H03BC;Perchlorate;;;1;0;0;H03B;2;is part of;is parent of;;
H03BC01;Kaliumperchlorat;;;1;0;0;H03BC;2;is part of;is parent of;;
H03BC02;Natriumperchlorat;;;1;0;0;H03BC;2;is part of;is parent of;;
H03BH;Homöopathische und anthroposophische Thyreostatika;;;1;0;0;H03B;2;is part of;is parent of;;
H03BH20;Kombinationen;;;1;0;0;H03BH;2;is part of;is parent of;;
H03BP;Pflanzliche Thyreostatika;;;1;0;0;H03B;2;is part of;is parent of;;
H03BP01;Wolfstrappkraut;;;1;0;0;H03BP;2;is part of;is parent of;;
H03BP51;Wolfstrappkraut, Kombinationen;;;1;0;0;H03BP;2;is part of;is parent of;;
H03BX;Andere Thyreostatika;;;1;0;0;H03B;2;is part of;is parent of;;
H03BX01;Diiodtyrosin;;;1;0;0;H03BX;2;is part of;is parent of;;
H03BX02;Dibromtyrosin;;;1;0;0;H03BX;2;is part of;is parent of;;
H03C;IODTHERAPIE;;;1;0;0;H03;2;is part of;is parent of;;
H03CA;Iodtherapie;;;1;0;0;H03C;2;is part of;is parent of;;
H03CA01;Iodide;;;1;0;0;H03CA;2;is part of;is parent of;;0,15 mg O 
H03CA51;Iodid, Kombinationen;;;1;0;0;H03CA;2;is part of;is parent of;;
H04;PANKREASHORMONE;;;1;0;0;H;2;is part of;is parent of;;
H04A;GLYKOGENOLYTISCHE HORMONE;;;1;0;0;H04;2;is part of;is parent of;;
H04AA;Glykogenolytische Hormone;;;1;0;0;H04A;2;is part of;is parent of;;
H04AA01;Glucagon;;;1;0;0;H04AA;2;is part of;is parent of;;1 mg P
H05;CALCIUMHOMÖOSTASE;;;1;0;0;H;2;is part of;is parent of;;
H05A;NEBENSCHILDDRÜSENHORMONE UND ANALOGA;;;1;0;0;H05;2;is part of;is parent of;;
H05AA;Nebenschilddrüsenhormone und Analoga;;;1;0;0;H05A;2;is part of;is parent of;;
H05AA01;Nebenschilddrüsenextrakt;;;1;0;0;H05AA;2;is part of;is parent of;;
H05AA02;Teriparatid;;;1;0;0;H05AA;2;is part of;is parent of;;20 mcg P
H05AA03;Parathyroid Hormon;;;1;0;0;H05AA;2;is part of;is parent of;;0,1 mg P
H05AH;Homöopathische und anthroposophische Nebenschilddrüsenhormone;;;1;0;0;H05A;2;is part of;is parent of;;
H05AH01;Glandulae parathyreoidea;;;1;0;0;H05AH;2;is part of;is parent of;;
H05B;NEBENSCHILDDRÜSEN-ANTAGONISTEN;;;1;0;0;H05;2;is part of;is parent of;;
H05BA;Calcitonin-haltige Zubereitungen;;;1;0;0;H05B;2;is part of;is parent of;;
H05BA01;Calcitonin (Lachs, synthetisch);;;1;0;0;H05BA;2;is part of;is parent of;;200 E N; 100 E P
H05BA02;Calcitonin (Schwein, natürlich);;;1;0;0;H05BA;2;is part of;is parent of;;100 E P
H05BA03;Calcitonin (Mensch, synthetisch);;;1;0;0;H05BA;2;is part of;is parent of;;100 E P
H05BA04;Elcatonin;;;1;0;0;H05BA;2;is part of;is parent of;;
H05BX;Andere Nebenschilddrüsen-Antagonisten;;;1;0;0;H05B;2;is part of;is parent of;;
H05BX01;Cinacalcet;;;1;0;0;H05BX;2;is part of;is parent of;;60 mg O
H05BX02;Paricalcitol;;;1;0;0;H05BX;2;is part of;is parent of;;2 mcg O,P
H05BX03;Doxercalciferol;;;1;0;0;H05BX;2;is part of;is parent of;;
J;ANTIINFEKTIVA ZUR SYSTEMISCHEN ANWENDUNG;;;1;1;0;;;;;;
J01;ANTIBIOTIKA ZUR SYSTEMISCHEN ANWENDUNG;;;1;0;0;J;2;is part of;is parent of;;
J01A;TETRACYCLINE;;;1;0;0;J01;2;is part of;is parent of;;
J01AA;Tetracycline;;;1;0;0;J01A;2;is part of;is parent of;;
J01AA01;Demeclocyclin;;;1;0;0;J01AA;2;is part of;is parent of;;0,6 g O
J01AA02;Doxycyclin;;;1;0;0;J01AA;2;is part of;is parent of;;0,1 g O,P
J01AA03;Chlortetracyclin;;;1;0;0;J01AA;2;is part of;is parent of;;1 g O
J01AA04;Lymecyclin;;;1;0;0;J01AA;2;is part of;is parent of;;0,6 g O,P
J01AA05;Metacyclin;;;1;0;0;J01AA;2;is part of;is parent of;;0,6 g O
J01AA06;Oxytetracyclin;;;1;0;0;J01AA;2;is part of;is parent of;;1 g O,P
J01AA07;Tetracyclin;;;1;0;0;J01AA;2;is part of;is parent of;;1 g O,P
J01AA08;Minocyclin;;;1;0;0;J01AA;2;is part of;is parent of;;0,2 g O,P
J01AA09;Rolitetracyclin;;;1;0;0;J01AA;2;is part of;is parent of;;0,35 g P
J01AA10;Penimepicyclin;;;1;0;0;J01AA;2;is part of;is parent of;;
J01AA11;Clomocyclin;;;1;0;0;J01AA;2;is part of;is parent of;;1 g O
J01AA12;Tigecyclin;;;1;0;0;J01AA;2;is part of;is parent of;;0,1 g P
J01AA20;Kombinationen von Tetracyclinen;;;1;0;0;J01AA;2;is part of;is parent of;;
J01AA56;Oxytetracyclin, Kombinationen;;;1;0;0;J01AA;2;is part of;is parent of;;1 g O bezogen auf Oxytetracyclin 
J01AA57;Tetracyclin, Kombinationen;;;1;0;0;J01AA;2;is part of;is parent of;;1 g O,P bezogen auf Tetracyclin 
J01B;AMPHENICOLE;;;1;0;0;J01;2;is part of;is parent of;;
J01BA;Amphenicole;;;1;0;0;J01B;2;is part of;is parent of;;
J01BA01;Chloramphenicol;;;1;0;0;J01BA;2;is part of;is parent of;;3 g O,P
J01BA02;Thiamphenicol;;;1;0;0;J01BA;2;is part of;is parent of;;1,5 g O,P
J01BA51;Chloramphenicol, Kombinationen;;;1;0;0;J01BA;2;is part of;is parent of;;3 g O bezogen auf Chloramphenicol 
J01BA52;Thiamphenicol, Kombinationen;;;1;0;0;J01BA;2;is part of;is parent of;;
J01C;BETALACTAM-ANTIBIOTIKA, PENICILLINE;;;1;0;0;J01;2;is part of;is parent of;;
J01CA;Penicilline mit erweitertem Wirkungsspektrum;;;1;0;0;J01C;2;is part of;is parent of;;
J01CA01;Ampicillin;;;1;0;0;J01CA;2;is part of;is parent of;;2 g O,P,R; 2,5 g O Kinder DDD 
J01CA02;Pivampicillin;;;1;0;0;J01CA;2;is part of;is parent of;;1,05 g O
J01CA03;Carbenicillin;;;1;0;0;J01CA;2;is part of;is parent of;;12 g P
J01CA04;Amoxicillin;;;1;0;0;J01CA;2;is part of;is parent of;;1 g O,P; 1 g O Kinder DDD 
J01CA05;Carindacillin;;;1;0;0;J01CA;2;is part of;is parent of;;4 g O
J01CA06;Bacampicillin;;;1;0;0;J01CA;2;is part of;is parent of;;1,2 g O
J01CA07;Epicillin;;;1;0;0;J01CA;2;is part of;is parent of;;2 g O,P
J01CA08;Pivmecillinam;;;1;0;0;J01CA;2;is part of;is parent of;;0,6 g O
J01CA09;Azlocillin;;;1;0;0;J01CA;2;is part of;is parent of;;12 g P
J01CA10;Mezlocillin;;;1;0;0;J01CA;2;is part of;is parent of;;6 g P
J01CA11;Mecillinam;;;1;0;0;J01CA;2;is part of;is parent of;;1,2 g P
J01CA12;Piperacillin;;;1;0;0;J01CA;2;is part of;is parent of;;14 g P
J01CA13;Ticarcillin;;;1;0;0;J01CA;2;is part of;is parent of;;15 g P
J01CA14;Metampicillin;;;1;0;0;J01CA;2;is part of;is parent of;;1,5 g O,P
J01CA15;Talampicillin;;;1;0;0;J01CA;2;is part of;is parent of;;2 g O
J01CA16;Sulbenicillin;;;1;0;0;J01CA;2;is part of;is parent of;;15 g P
J01CA17;Temocillin;;;1;0;0;J01CA;2;is part of;is parent of;;2 g P
J01CA18;Hetacillin;;;1;0;0;J01CA;2;is part of;is parent of;;2 g O
J01CA19;Aspoxicillin;;;1;0;0;J01CA;2;is part of;is parent of;;4 g P
J01CA20;Kombinationen;;;1;0;0;J01CA;2;is part of;is parent of;;
J01CA51;Ampicillin, Kombinationen;;;1;0;0;J01CA;2;is part of;is parent of;;
J01CE;Beta-Lactamase-sensitive Penicilline;;;1;0;0;J01C;2;is part of;is parent of;;
J01CE01;Benzylpenicillin;;;1;0;0;J01CE;2;is part of;is parent of;;3,6 g P
J01CE02;Phenoxymethylpenicillin;;;1;0;0;J01CE;2;is part of;is parent of;;2 g O; 1,5 MIO E O Kinder DDD 
J01CE03;Propicillin;;;1;0;0;J01CE;2;is part of;is parent of;;0,9 g O
J01CE04;Azidocillin;;;1;0;0;J01CE;2;is part of;is parent of;;1,5 g O
J01CE05;Pheneticillin;;;1;0;0;J01CE;2;is part of;is parent of;;1 g O
J01CE06;Penamecillin;;;1;0;0;J01CE;2;is part of;is parent of;;1,05 g O
