code;term;term_abbrevation;description;is_preferred;is_axis;is_mainclass;relation;association_kind;association_type;association_type_reverse;crossmapping_csv_id;translation_en;metadata_code
T-992d;13 Teile;;;1;0;0;T-992;2;is part of;is parent of;;13 parts;992d
T-992e;14 Teile;;;1;0;0;T-992;2;is part of;is parent of;;14 parts;992e
T-992f;15 Teile;;;1;0;0;T-992;2;is part of;is parent of;;15 parts;992f
T-992g;16 Teile;;;1;0;0;T-992;2;is part of;is parent of;;16 parts;992g
T-992h;17 Teile;;;1;0;0;T-992;2;is part of;is parent of;;17 parts;992h
T-992i;18 Teile;;;1;0;0;T-992;2;is part of;is parent of;;18 parts;992i
T-992j;19 Teile;;;1;0;0;T-992;2;is part of;is parent of;;19 parts;992j
T-992k;20 Teile;;;1;0;0;T-992;2;is part of;is parent of;;20 parts;992k
T-992l;21 Teile;;;1;0;0;T-992;2;is part of;is parent of;;21 parts;992l
T-992m;22 Teile;;;1;0;0;T-992;2;is part of;is parent of;;22 parts;992m
T-992n;23 Teile;;;1;0;0;T-992;2;is part of;is parent of;;23 parts;992n
T-992o;24 Teile;;;1;0;0;T-992;2;is part of;is parent of;;24 parts;992o
T-992p;25 Teile;;;1;0;0;T-992;2;is part of;is parent of;;25 parts;992p
T-9a;Kollage gemischt;;;1;0;0;T-9;2;is part of;is parent of;;multi-panel mixed;9a
T-9a0;nicht näher spezifiziert;;;1;0;0;T-9a;2;is part of;is parent of;;unspecified;9a0
T-9a1;schwarzweiss;;;1;0;0;T-9a;2;is part of;is parent of;;grayscale;9a1
T-9a10;nicht näher spezifiziert;;;1;0;0;T-9a1;2;is part of;is parent of;;unspecified;9a10
T-9a11;1 Teil;;;1;0;0;T-9a1;2;is part of;is parent of;;1 part;9a11
T-9a12;2 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;2 parts;9a12
T-9a13;3 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;3 parts;9a13
T-9a14;4 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;4 parts;9a14
T-9a15;5 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;5 parts;9a15
T-9a16;6 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;6 parts;9a16
T-9a17;7 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;7 parts;9a17
T-9a18;8 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;8 parts;9a18
T-9a19;9 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;9 parts;9a19
T-9a1a;10 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;10 parts;9a1a
T-9a1b;11 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;11 parts;9a1b
T-9a1c;12 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;12 parts;9a1c
T-9a1d;13 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;13 parts;9a1d
T-9a1e;14 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;14 parts;9a1e
T-9a1f;15 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;15 parts;9a1f
T-9a1g;16 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;16 parts;9a1g
T-9a1h;17 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;17 parts;9a1h
T-9a1i;18 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;18 parts;9a1i
T-9a1j;19 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;19 parts;9a1j
T-9a1k;20 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;20 parts;9a1k
T-9a1l;21 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;21 parts;9a1l
T-9a1m;22 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;22 parts;9a1m
T-9a1n;23 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;23 parts;9a1n
T-9a1o;24 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;24 parts;9a1o
T-9a1p;25 Teile;;;1;0;0;T-9a1;2;is part of;is parent of;;25 parts;9a1p
T-9a2;farbig;;;1;0;0;T-9a;2;is part of;is parent of;;color;9a2
T-9a20;nicht näher spezifiziert;;;1;0;0;T-9a2;2;is part of;is parent of;;unspecified;9a20
T-9a21;1 Teil;;;1;0;0;T-9a2;2;is part of;is parent of;;1 part;9a21
T-9a22;2 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;2 parts;9a22
T-9a23;3 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;3 parts;9a23
T-9a24;4 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;4 parts;9a24
T-9a25;5 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;5 parts;9a25
T-9a26;6 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;6 parts;9a26
T-9a27;7 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;7 parts;9a27
T-9a28;8 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;8 parts;9a28
T-9a29;9 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;9 parts;9a29
T-9a2a;10 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;10 parts;9a2a
T-9a2b;11 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;11 parts;9a2b
T-9a2c;12 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;12 parts;9a2c
T-9a2d;13 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;13 parts;9a2d
T-9a2e;14 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;14 parts;9a2e
T-9a2f;15 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;15 parts;9a2f
T-9a2g;16 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;16 parts;9a2g
T-9a2h;17 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;17 parts;9a2h
T-9a2i;18 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;18 parts;9a2i
T-9a2j;19 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;19 parts;9a2j
T-9a2k;20 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;20 parts;9a2k
T-9a2l;21 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;21 parts;9a2l
T-9a2m;22 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;22 parts;9a2m
T-9a2n;23 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;23 parts;9a2n
T-9a2o;24 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;24 parts;9a2o
T-9a2p;25 Teile;;;1;0;0;T-9a2;2;is part of;is parent of;;25 parts;9a2p
T-9b;Fremdbild;;;1;0;0;T-9;2;is part of;is parent of;;other;9b
T-9b0;nicht näher spezifiziert;;;1;0;0;T-9b;2;is part of;is parent of;;unspecified;9b0
T-9b1;schwarzweiss;;;1;0;0;T-9b;2;is part of;is parent of;;grayscale;9b1
T-9b10;nicht näher spezifiziert;;;1;0;0;T-9b1;2;is part of;is parent of;;unspecified;9b10
T-9b11;digitalisierte Tabelle;;;1;0;0;T-9b1;2;is part of;is parent of;;scanned table;9b11
T-9b12;digitalisierte Aufzählung;;;1;0;0;T-9b1;2;is part of;is parent of;;scanned itemize;9b12
T-9b13;digitalisierte Gleichung;;;1;0;0;T-9b1;2;is part of;is parent of;;scanned equation;9b13
T-9b14;digitalisiertes Dokument;;;1;0;0;T-9b1;2;is part of;is parent of;;scanned document;9b14
T-9b15;Artefakt;;;1;0;0;T-9b1;2;is part of;is parent of;;artifact;9b15
T-9b2;farbig;;;1;0;0;T-9b;2;is part of;is parent of;;color;9b2
T-9b20;nicht näher spezifiziert;;;1;0;0;T-9b2;2;is part of;is parent of;;unspecified;9b20
T-9b21;digitalisierte Tabelle;;;1;0;0;T-9b2;2;is part of;is parent of;;scanned table;9b21
T-9b22;digitalisierte Aufzählung;;;1;0;0;T-9b2;2;is part of;is parent of;;scanned itemize;9b22
T-9b23;digitalisierte Gleichung;;;1;0;0;T-9b2;2;is part of;is parent of;;scanned equation;9b23
T-9b24;digitalisiertes Dokument;;;1;0;0;T-9b2;2;is part of;is parent of;;scanned document;9b24
T-9b25;Artefakt;;;1;0;0;T-9b2;2;is part of;is parent of;;artifact;9b25
T-9c;Protein Spot;;;1;0;0;T-9;2;is part of;is parent of;;protein spot;9c
T-9c0;nicht näher spezifiziert;;;1;0;0;T-9c;2;is part of;is parent of;;unspecified;9c0
T-9c1;schwarzweiss;;;1;0;0;T-9c;2;is part of;is parent of;;grayscale;9c1
T-9c10;nicht näher spezifiziert;;;1;0;0;T-9c1;2;is part of;is parent of;;unspecified;9c10
T-9c11;Original;;;1;0;0;T-9c1;2;is part of;is parent of;;original;9c11
T-9c12;Markierung;;;1;0;0;T-9c1;2;is part of;is parent of;;annotated;9c12
T-9c2;farbig;;;1;0;0;T-9c;2;is part of;is parent of;;color;9c2
T-9c20;nicht näher spezifiziert;;;1;0;0;T-9c2;2;is part of;is parent of;;unspecified;9c20
T-9c21;Original;;;1;0;0;T-9c2;2;is part of;is parent of;;original;9c21
T-9c22;Markierung;;;1;0;0;T-9c2;2;is part of;is parent of;;annotated;9c22
D;direction;;;1;1;0;;;;;;;D
D-0;nicht näher spezifiziert;;;1;0;0;D;2;is part of;is parent of;;unspecified;0
D-1;coronar;;;1;0;0;D;2;is part of;is parent of;;coronal;1
D-10;nicht näher spezifiziert;;;1;0;0;D-1;2;is part of;is parent of;;unspecified;10
D-11;posterioanterior (PA);;;1;0;0;D-1;2;is part of;is parent of;;posteroanterior (PA);11
D-110;nicht näher spezifiziert;;;1;0;0;D-11;2;is part of;is parent of;;unspecified;110
D-111;Inspiration;;;1;0;0;D-11;2;is part of;is parent of;;inspiration;111
D-112;Exspiration;;;1;0;0;D-11;2;is part of;is parent of;;expiration;112
D-113;Valsalva;;;1;0;0;D-11;2;is part of;is parent of;;valsalva;113
D-114;Phonation;;;1;0;0;D-11;2;is part of;is parent of;;phonation;114
D-115;Stehen;;;1;0;0;D-11;2;is part of;is parent of;;upright;115
D-116;Sitzen;;;1;0;0;D-11;2;is part of;is parent of;;sitting;116
D-117;Rückenlage;;;1;0;0;D-11;2;is part of;is parent of;;supine;117
D-118;Bauchlage;;;1;0;0;D-11;2;is part of;is parent of;;prone;118
D-119;Seitenlage;;;1;0;0;D-11;2;is part of;is parent of;;lateral decubitus;119
D-11a;Beugung, links;;;1;0;0;D-11;2;is part of;is parent of;;flexion, left;11a
D-11b;Beugung, rechts;;;1;0;0;D-11;2;is part of;is parent of;;flexion, right;11b
D-11c;Schluckakt;;;1;0;0;D-11;2;is part of;is parent of;;swallow;11c
D-11d;Miktion;;;1;0;0;D-11;2;is part of;is parent of;;micturition;11d
D-11e;Stressaufnahme;;;1;0;0;D-11;2;is part of;is parent of;;bending;11e
D-11f;axial;;;1;0;0;D-11;2;is part of;is parent of;;axial;11f
D-11g;linke Seite;;;1;0;0;D-11;2;is part of;is parent of;;left side;11g
D-11h;rechte Seite;;;1;0;0;D-11;2;is part of;is parent of;;right side;11h
D-11i;Ethnik: weiß;;;1;0;0;D-11;2;is part of;is parent of;;ethnic: caucasian;11i
D-11j;Ethnik: asiatisch;;;1;0;0;D-11;2;is part of;is parent of;;ethnic: asian;11j
D-11k;Ethnik: afroamerikanisch;;;1;0;0;D-11;2;is part of;is parent of;;ethnic: african-american;11k
D-11l;Ethnik: lateinamerikanisch;;;1;0;0;D-11;2;is part of;is parent of;;ethnic: hispanic;11l
D-12;anterioposterior (coronar);;;1;0;0;D-1;2;is part of;is parent of;;anteroposterior (AP, coronal);12
D-120;nicht näher spezifiziert;;;1;0;0;D-12;2;is part of;is parent of;;unspecified;120
D-121;Inspiration;;;1;0;0;D-12;2;is part of;is parent of;;inspiration;121
D-122;Exspiration;;;1;0;0;D-12;2;is part of;is parent of;;expiration;122
D-123;Valsalva;;;1;0;0;D-12;2;is part of;is parent of;;valsalva;123
D-124;Phonation;;;1;0;0;D-12;2;is part of;is parent of;;phonation;124
D-125;Stehen;;;1;0;0;D-12;2;is part of;is parent of;;upright;125
D-126;Sitzen;;;1;0;0;D-12;2;is part of;is parent of;;sitting;126
D-127;Rückenlage;;;1;0;0;D-12;2;is part of;is parent of;;supine;127
D-128;Bauchlage;;;1;0;0;D-12;2;is part of;is parent of;;prone;128
D-129;Seitenlage;;;1;0;0;D-12;2;is part of;is parent of;;lateral decubitus;129
D-12a;Beugung, links;;;1;0;0;D-12;2;is part of;is parent of;;flexion, left;12a
D-12b;Beugung, rechts;;;1;0;0;D-12;2;is part of;is parent of;;flexion, right;12b
D-12c;Schluckakt;;;1;0;0;D-12;2;is part of;is parent of;;swallow;12c
D-12d;Miktion;;;1;0;0;D-12;2;is part of;is parent of;;micturition;12d
D-12e;Stressaufnahme;;;1;0;0;D-12;2;is part of;is parent of;;bending;12e
D-12f;axial;;;1;0;0;D-12;2;is part of;is parent of;;axial;12f
D-12g;linke Seite;;;1;0;0;D-12;2;is part of;is parent of;;left side;12g
D-12h;rechte Seite;;;1;0;0;D-12;2;is part of;is parent of;;right Side;12h
D-12i;Ethnik: weiß;;;1;0;0;D-12;2;is part of;is parent of;;ethnic: caucasian;12i
D-12j;Ethnik: asiatisch;;;1;0;0;D-12;2;is part of;is parent of;;ethnic: asian;12j
D-12k;Ethnik: afroamerikanisch;;;1;0;0;D-12;2;is part of;is parent of;;ethnic: african-american;12k
D-12l;Ethnik: lateinamerikanisch;;;1;0;0;D-12;2;is part of;is parent of;;ethnic: hispanic;12l
D-12m;aufrecht;;;1;0;0;D-12;2;is part of;is parent of;;upright;12m
D-12n;links gekippt;;;1;0;0;D-12;2;is part of;is parent of;;left tilted;12n
D-12o;rechts gekippt;;;1;0;0;D-12;2;is part of;is parent of;;right tilted;12o
D-2;sagittal;;;1;0;0;D;2;is part of;is parent of;;sagittal;2
D-20;nicht näher spezifiziert;;;1;0;0;D-2;2;is part of;is parent of;;unspecified;20
D-21;lateral, linksanliegend;;;1;0;0;D-2;2;is part of;is parent of;;lateral, right-left;21
D-210;nicht näher spezifiziert;;;1;0;0;D-21;2;is part of;is parent of;;unspecified;210
D-211;Inspiration;;;1;0;0;D-21;2;is part of;is parent of;;inspiration;211
D-212;Exspiration;;;1;0;0;D-21;2;is part of;is parent of;;expiration;212
D-213;Valsalva;;;1;0;0;D-21;2;is part of;is parent of;;valsalva;213
D-214;Hitzenberger (Schnupfversuch);;;1;0;0;D-21;2;is part of;is parent of;;Hitzenberg maneuver;214
D-215;Stehen;;;1;0;0;D-21;2;is part of;is parent of;;upright;215
D-216;Rückenlage;;;1;0;0;D-21;2;is part of;is parent of;;supine;216
D-217;Bauchlage;;;1;0;0;D-21;2;is part of;is parent of;;prone;217
D-218;Inklination;;;1;0;0;D-21;2;is part of;is parent of;;inclination;218
D-219;Reklination;;;1;0;0;D-21;2;is part of;is parent of;;reclination;219
D-21a;Schluckakt;;;1;0;0;D-21;2;is part of;is parent of;;swallow;21a
D-21b;Defäkation;;;1;0;0;D-21;2;is part of;is parent of;;defaecation;21b
D-21c;Miktion;;;1;0;0;D-21;2;is part of;is parent of;;micturition;21c
D-22;lateral, rechtsanliegend;;;1;0;0;D-2;2;is part of;is parent of;;lateral, left-right;22
D-220;nicht näher spezifiziert;;;1;0;0;D-22;2;is part of;is parent of;;unspecified;220
D-221;Inspiration;;;1;0;0;D-22;2;is part of;is parent of;;inspiration;221
D-222;Exspiration;;;1;0;0;D-22;2;is part of;is parent of;;expiration;222
D-223;Valsalva;;;1;0;0;D-22;2;is part of;is parent of;;valsalva;223
D-224;Hitzenberger (Schnupfversuch);;;1;0;0;D-22;2;is part of;is parent of;;Hitzenberg maneuver;224
D-225;Stehen;;;1;0;0;D-22;2;is part of;is parent of;;upright;225
D-226;Rückenlage;;;1;0;0;D-22;2;is part of;is parent of;;supine;226
D-227;Bauchlage;;;1;0;0;D-22;2;is part of;is parent of;;prone;227
D-228;Inklination;;;1;0;0;D-22;2;is part of;is parent of;;inclination;228
D-229;Reklination;;;1;0;0;D-22;2;is part of;is parent of;;reclination;229
D-22a;Schluckakt;;;1;0;0;D-22;2;is part of;is parent of;;swallow;22a
D-22b;Defäkation;;;1;0;0;D-22;2;is part of;is parent of;;defaecation;22b
D-22c;Miktion;;;1;0;0;D-22;2;is part of;is parent of;;micturition;22c
D-23;mediolateral;;;1;0;0;D-2;2;is part of;is parent of;;mediolateral;23
D-230;nicht näher spezifiziert;;;1;0;0;D-23;2;is part of;is parent of;;unspecified;230
D-24;lateromedial;;;1;0;0;D-2;2;is part of;is parent of;;lateromedial;24
D-240;nicht näher spezifiziert;;;1;0;0;D-24;2;is part of;is parent of;;unspecified;240
D-3;axial;;;1;0;0;D;2;is part of;is parent of;;axial;3
D-30;nicht näher spezifiziert;;;1;0;0;D-3;2;is part of;is parent of;;unspecified;30
D-31;craniocaudal;;;1;0;0;D-3;2;is part of;is parent of;;craniocaudal;31
D-310;nicht näher spezifiziert;;;1;0;0;D-31;2;is part of;is parent of;;unspecified;310
D-311;rechtsanliegend;;;1;0;0;D-31;2;is part of;is parent of;;right adjoining;311
D-312;linksanliegend;;;1;0;0;D-31;2;is part of;is parent of;;left adjoining;312
D-32;caudocranial (transversal, axial);;;1;0;0;D-3;2;is part of;is parent of;;caudocranial (transversal, axial);32
D-320;nicht näher spezifiziert;;;1;0;0;D-32;2;is part of;is parent of;;unspecified;320
D-321;rechtsanliegend;;;1;0;0;D-32;2;is part of;is parent of;;right adjoining;321
D-322;linksanliegend;;;1;0;0;D-32;2;is part of;is parent of;;left adjoining;322
D-4;sonstige Orientierung;;;1;0;0;D;2;is part of;is parent of;;other orientation;4
D-40;nicht näher spezifiziert;;;1;0;0;D-4;2;is part of;is parent of;;unspecified;40
D-41;schräg;;;1;0;0;D-4;2;is part of;is parent of;;oblique;41
D-410;nicht näher spezifiziert;;;1;0;0;D-41;2;is part of;is parent of;;unspecified;410
D-411;Standardbild;;;1;0;0;D-41;2;is part of;is parent of;;single view;411
D-412;Mehrfachbild;;;1;0;0;D-41;2;is part of;is parent of;;multi view;412
D-413;Zoom;;;1;0;0;D-41;2;is part of;is parent of;;zoom;413
D-42;okzipitofrontal;;;1;0;0;D-4;2;is part of;is parent of;;occipitofrontal;42
D-420;nicht näher spezifiziert;;;1;0;0;D-42;2;is part of;is parent of;;unspecified;420
D-43;okzipitomental;;;1;0;0;D-4;2;is part of;is parent of;;occipitomental;43
D-430;nicht näher spezifiziert;;;1;0;0;D-43;2;is part of;is parent of;;unspecified;430
D-44;bregmatikookzipital;;;1;0;0;D-4;2;is part of;is parent of;;bregmaticooccipital;44
D-440;nicht näher spezifiziert;;;1;0;0;D-44;2;is part of;is parent of;;unspecified;440
D-45;submentobregmatikal;;;1;0;0;D-4;2;is part of;is parent of;;submentobregmatical;45
D-450;nicht näher spezifiziert;;;1;0;0;D-45;2;is part of;is parent of;;unspecified;450
D-46;submentobregmatikofrontal;;;1;0;0;D-4;2;is part of;is parent of;;submentobregmaticofrontal;46
D-460;nicht näher spezifiziert;;;1;0;0;D-46;2;is part of;is parent of;;unspecified;460
D-47;bregmatikooral;;;1;0;0;D-4;2;is part of;is parent of;;bregmaticooral;47
D-470;nicht näher spezifiziert;;;1;0;0;D-47;2;is part of;is parent of;;unspecified;470
D-48;bregmatikosubmental;;;1;0;0;D-4;2;is part of;is parent of;;bregmaticosubmental;48
D-480;nicht näher spezifiziert;;;1;0;0;D-48;2;is part of;is parent of;;unspecified;480
D-49;RAO (right anterior oblique);;;1;0;0;D-4;2;is part of;is parent of;;right anterior oblique (RAO);49
D-490;nicht näher spezifiziert;;;1;0;0;D-49;2;is part of;is parent of;;unspecified;490
D-4a;LAO (left anterior oblique);;;1;0;0;D-4;2;is part of;is parent of;;left anterior oblique (LAO);4a
D-4a0;nicht näher spezifiziert;;;1;0;0;D-4a;2;is part of;is parent of;;unspecified;4a0
D-4b;frontookzipital;;;1;0;0;D-4;2;is part of;is parent of;;frontooccipital;4b
D-4b0;nicht näher spezifiziert;;;1;0;0;D-4b;2;is part of;is parent of;;unspecified;4b0
D-4c;senkrecht zur Kieferachse;;;1;0;0;D-4;2;is part of;is parent of;;perpendicular to the dental arch;4c
D-4c0;nicht näher spezifiziert;;;1;0;0;D-4c;2;is part of;is parent of;;unspecified;4c0
D-4c1;rechtsanliegend;;;1;0;0;D-4c;2;is part of;is parent of;;right adjoining;4c1
D-4c2;linksanliegend;;;1;0;0;D-4c;2;is part of;is parent of;;left adjoining;4c2
D-5;RSA / ap und lateral (simultan);;;1;0;0;D;2;is part of;is parent of;;RSA / ap and lateral (simultaneously);5
D-50;nicht näher spezifiziert;;;1;0;0;D-5;2;is part of;is parent of;;unspecified;50
A;anatomy;;;1;1;0;;;;;;;A
A-0;nicht näher spezifiziert;;;1;0;0;A;2;is part of;is parent of;;unspecified;0
A-1;Ganzkörper;;;1;0;0;A;2;is part of;is parent of;;whole body;1
A-10;nicht näher spezifiziert;;;1;0;0;A-1;2;is part of;is parent of;;unspecified;10
A-11;Rumpf;;;1;0;0;A-1;2;is part of;is parent of;;torso;11
A-110;nicht näher spezifiziert;;;1;0;0;A-11;2;is part of;is parent of;;unspecified;110
A-12;Extremitäten;;;1;0;0;A-1;2;is part of;is parent of;;extremities;12
A-120;nicht näher spezifiziert;;;1;0;0;A-12;2;is part of;is parent of;;unspecified;120
A-13;Körperoberfläche;;;1;0;0;A-1;2;is part of;is parent of;;body surface;13
A-130;nicht näher spezifiziert;;;1;0;0;A-13;2;is part of;is parent of;;unspecified;130
A-2;Kopf (Schädel);;;1;0;0;A;2;is part of;is parent of;;cranium;2
A-20;nicht näher spezifiziert;;;1;0;0;A-2;2;is part of;is parent of;;unspecified;20
A-21;Gesichtsschädel;;;1;0;0;A-2;2;is part of;is parent of;;facial cranium;21
A-210;nicht näher spezifiziert;;;1;0;0;A-21;2;is part of;is parent of;;unspecified;210
A-211;Stirnbereich;;;1;0;0;A-21;2;is part of;is parent of;;forehead;211
A-212;Augenbereich;;;1;0;0;A-21;2;is part of;is parent of;;eye area;212
A-213;Nasenbereich;;;1;0;0;A-21;2;is part of;is parent of;;nose area;213
A-214;Oberkiefer;;;1;0;0;A-21;2;is part of;is parent of;;maxilla;214
A-215;Unterkiefer;;;1;0;0;A-21;2;is part of;is parent of;;mandible;215
A-216;Temporo-Mandibular-Bereich;;;1;0;0;A-21;2;is part of;is parent of;;temporo mandibular area;216
A-217;Paranasalregion;;;1;0;0;A-21;2;is part of;is parent of;;paranasal area;217
A-218;Kieferregion;;;1;0;0;A-21;2;is part of;is parent of;;jaw areas;218
A-219;Zahnregion;;;1;0;0;A-21;2;is part of;is parent of;;dental areas;219
A-21a;Kieferwinkelregion;;;1;0;0;A-21;2;is part of;is parent of;;ramus area;21a
A-21b;Molarregion;;;1;0;0;A-21;2;is part of;is parent of;;molar upper and lower jaw;21b
A-21c;Molarregion, Oberkiefer;;;1;0;0;A-21;2;is part of;is parent of;;molar upper jaw;21c
A-21d;3. Molarregion, Oberkiefer;;;1;0;0;A-21;2;is part of;is parent of;;3rd molar upper jaw;21d
A-21e;Molarregion, Unterkiefer;;;1;0;0;A-21;2;is part of;is parent of;;molar lower jaw;21e
A-21f;3. Molarregion, Unterkiefer;;;1;0;0;A-21;2;is part of;is parent of;;3rd molar lower jaw;21f
A-21g;Prämolarregion;;;1;0;0;A-21;2;is part of;is parent of;;premolar upper and lower jaw;21g
A-21h;Prämolarregion, Oberkiefer;;;1;0;0;A-21;2;is part of;is parent of;;premolar upper jaw;21h
A-21i;Prämolarregion, Unterkiefer;;;1;0;0;A-21;2;is part of;is parent of;;premolar lower jaw;21i
A-21j;Eckzahnregion;;;1;0;0;A-21;2;is part of;is parent of;;canine upper and lower jaw;21j
A-21k;Eckzahnregion, Oberkiefer;;;1;0;0;A-21;2;is part of;is parent of;;canine upper jaw;21k
A-21l;Eckzahnregion, Unterkiefer;;;1;0;0;A-21;2;is part of;is parent of;;canine lower jaw;21l
A-21m;Frontzahnregion;;;1;0;0;A-21;2;is part of;is parent of;;incisor upper and lower jaw;21m
A-21n;Frontzahnregion, Oberkiefer;;;1;0;0;A-21;2;is part of;is parent of;;incisor upper jaw;21n
A-21o;Frontzahnregion, Unterkiefer;;;1;0;0;A-21;2;is part of;is parent of;;incisor lower jaw;21o
A-21p;linkes Auge;;;1;0;0;A-21;2;is part of;is parent of;;left eye;21p
A-21q;rechtes Auge;;;1;0;0;A-21;2;is part of;is parent of;;right eye;21q
A-22;Schädelbasis;;;1;0;0;A-2;2;is part of;is parent of;;cranial base;22
A-220;nicht näher spezifiziert;;;1;0;0;A-22;2;is part of;is parent of;;unspecified;220
A-221;Felsenbein;;;1;0;0;A-22;2;is part of;is parent of;;petrous bone;221
A-222;Sella;;;1;0;0;A-22;2;is part of;is parent of;;sella;222
A-23;Hirnschädel;;;1;0;0;A-2;2;is part of;is parent of;;neuro cranium;23
A-230;nicht näher spezifiziert;;;1;0;0;A-23;2;is part of;is parent of;;unspecified;230
A-231;Frontalbereich;;;1;0;0;A-23;2;is part of;is parent of;;frontal area;231
A-232;Parietalbereich;;;1;0;0;A-23;2;is part of;is parent of;;parietal area;232
A-233;Occipitalbereich;;;1;0;0;A-23;2;is part of;is parent of;;occipital area;233
A-234;Temporalbereich;;;1;0;0;A-23;2;is part of;is parent of;;temporal area;234
A-3;Wirbelsäule;;;1;0;0;A;2;is part of;is parent of;;spine;3
A-30;nicht näher spezifiziert;;;1;0;0;A-3;2;is part of;is parent of;;unspecified;30
A-31;Halswirbelsäule (HWS);;;1;0;0;A-3;2;is part of;is parent of;;cervical spine;31
A-310;nicht näher spezifiziert;;;1;0;0;A-31;2;is part of;is parent of;;unspecified;310
A-311;Dens axis;;;1;0;0;A-31;2;is part of;is parent of;;dens axis;311
A-312;---;;;1;0;0;A-31;2;is part of;is parent of;;---;312
A-313;obere Halswirbelsäule;;;1;0;0;A-31;2;is part of;is parent of;;upper cervical spine;313
A-314;untere Halswirbelsäule;;;1;0;0;A-31;2;is part of;is parent of;;lower cervical spine;314
A-315;C1 (Atlas);;;1;0;0;A-31;2;is part of;is parent of;;C1;315
A-316;C2 (Axis);;;1;0;0;A-31;2;is part of;is parent of;;C2;316
A-317;C3;;;1;0;0;A-31;2;is part of;is parent of;;C3;317
A-318;C4;;;1;0;0;A-31;2;is part of;is parent of;;C4;318
A-319;C5;;;1;0;0;A-31;2;is part of;is parent of;;C5;319
A-31a;C6;;;1;0;0;A-31;2;is part of;is parent of;;C6;31a
A-31b;C7;;;1;0;0;A-31;2;is part of;is parent of;;C7;31b
A-32;Brustwirbelsäule (BWS);;;1;0;0;A-3;2;is part of;is parent of;;thoracic spine;32
A-320;nicht näher spezifiziert;;;1;0;0;A-32;2;is part of;is parent of;;unspecified;320
A-321;HWS/BWS-Übergang;;;1;0;0;A-32;2;is part of;is parent of;;cervico-thoracic conjunction;321
A-322;obere Brustwirbelsäule;;;1;0;0;A-32;2;is part of;is parent of;;upper thoracic spine;322
A-323;mittlere Brustwirbelsäule;;;1;0;0;A-32;2;is part of;is parent of;;middle thoracic spine;323
A-324;untere Brustwirbelsäule;;;1;0;0;A-32;2;is part of;is parent of;;lower thoracic spine;324
A-325;T1;;;1;0;0;A-32;2;is part of;is parent of;;T1;325
A-326;T2;;;1;0;0;A-32;2;is part of;is parent of;;T2;326
A-327;T3;;;1;0;0;A-32;2;is part of;is parent of;;T3;327
A-328;T4;;;1;0;0;A-32;2;is part of;is parent of;;T4;328
A-329;T5;;;1;0;0;A-32;2;is part of;is parent of;;T5;329
A-32a;T6;;;1;0;0;A-32;2;is part of;is parent of;;T6;32a
A-32b;T7;;;1;0;0;A-32;2;is part of;is parent of;;T7;32b
